ano,mês,dia,hora,min,latit,longit,ss.s,mag,estado,cidade,
1967,8,,,,-22030,-45840,  0.0, 0.0,MG,SILVIANOPOLI,
1967,8,5,6,56,-22850,-43120,  0.0, 3.6,RJ,SAO GONCALO,
1967,8,9,7,14,-8450,-73830, 42.0, 5.1,AC,PERU-BRASIL,
1968,,,,,-9930,-36490,  0.0, 0.0,AL,JUNQUEIRO,
1968,,,,,-18440,-42590,  0.0, 0.0,MG,S.P. SUACUI',
1968,1,13,1,55,-6090,-38440,  0.0, 3.9,CE,PEREIRO,
1968,1,13,1,58,-6040,-38460,  0.0, 2.8,CE,PEREIRO,
1968,1,18,10,40,-6090,-38440,  0.0, 3.5,RN,SALAO,
1968,1,18,11,,-6090,-38440,  0.0, 0.0,RN,SALAO,
1968,1,18,11,55,-6090,-38440,  0.0, 0.0,RN,SALAO,
1968,1,19,,,-6040,-38460,  0.0, 0.0,CE,PEREIRO,
1968,2,4,,,-6110,-38440,  0.0, 3.2,RN,JUNCO,
1968,2,15,13,20,-6090,-38440,  0.0, 4.1,CE,PEREIRO,
1968,2,23,14,23,-6090,-38440,  0.0, 4.6,CE,PEREIRO,
1968,2,23,14,37,-6090,-38440,  0.0, 3.0,CE,PEREIRO,
1968,2,23,15,21,-6090,-38440,  0.0, 3.0,CE,PEREIRO,
1968,2,23,15,33,-6090,-38440,  0.0, 3.8,CE,PEREIRO,
1968,2,25,3,,-6040,-38460,  0.0, 0.0,CE,PEREIRO,
1968,2,25,3,5,-6040,-38460,  0.0, 0.0,CE,PEREIRO,
1968,2,25,4,,-6040,-38460,  0.0, 0.0,CE,PEREIRO,
1968,2,25,10,,-6090,-38440,  0.0, 0.0,RN,Serra dos MACACOS,
1968,2,27,,,-6120,-38440,  0.0, 0.0,RN,JARDIM,
1968,2,28,14,,-6120,-38440,  0.0, 0.0,RN,JARDIM,
1968,3,,,,-6920,-39580,  0.0, 3.0,CE,FARIAS BRITO,
1968,3,1,,,-6090,-38370,  0.0, 0.0,RN,DR.SEVERIANO,
1968,3,3,,,-6040,-38460,  0.0, 0.0,CE,PEREIRO,
1968,3,18,,,-6040,-38460,  0.0, 3.7,CE,PEREIRO,
1968,6,24,,,-6040,-38460,  0.0, 0.0,CE,PEREIRO,
1968,8,,,,-6040,-38460,  0.0, 0.0,CE,PEREIRO,
1968,8,,,,-15140,-39720,  0.0, 0.0,BA,Itaju do Colônia,
1968,8,27,5,17,-8900,-72890, 26.0, 4.9,AC,W DO ACRE,
1968,10,8,0,26,-18750,-55250,  0.0, 4.0,MS,Nhecolandia,
1968,10,15,19,54,-26870,-60880, 20.0, 5.0,AR,Campo Largo, Chaco
1969,,,12,,-16450,-54640,  0.0, 2.3,MT,RONDONOPOLIS,
1969,1,2,7,30,-3770,-49670,  0.0, 3.5,PA,Tucuruí,
1969,4,26,,,-4150,-38800,  0.0, 0.0,CE,PALMACIA,
1969,5,19,,,-4150,-38800,  0.0, 0.0,CE,PALMACIA,
1969,5,20,,,-4150,-38800,  0.0, 0.0,CE,PALMACIA,
1969,5,21,,,-4150,-38800,  0.0, 0.0,CE,PALMACIA,
1969,5,23,,,-4150,-38800,  0.0, 0.0,CE,PALMACIA,
1969,7,16,,,-18180,-42410,  0.0, 0.0,MG,S.M. SUACUI',
1970,1,12,4,43,-1320,-48480,  0.0, 4.5,PA,BELEM,
1970,1,29,,,-7960,-36210,  0.0, 3.9,PE,S.C.CAPIBARI,
1970,1,30,,,-7960,-36210,  0.0, 3.5,PE,S.C.CAPIBARI,
1970,2,6,11,,-18440,-42590,  0.0, 0.0,MG,S.P. SUAÇUÍ,
1970,2,6,19,,-18440,-42590,  0.0, 0.0,MG,S.P. SUAÇUÍ,
1970,3,29,8,27,-8290,-73380, 25.0, 4.3,AC,SA. DIVISOR,
1970,6,12,,,-22010,-50390,  0.0, 0.0,SP,HERCULANDIA,
1970,8,14,4,59,-13500,-49100,  0.0, 3.0,GO,PORANGATU,
1970,11,,,,-6930,-35530,  0.0, 3.9,PB,ALAGOINHA,
1970,11,20,23,55,-13500,-49100,  0.0, 3.6,GO,PORANGATU,
1970,12,,,,-20280,-44750,  0.0, 3.4,MG,Carmo do CAJURU,
1971,,,,,-14840,-39600,  0.0, 0.0,BA,IBICARAI',
1971,2,11,,,-25100,-48900,  0.0, 3.0,PR,CAPIVARI-CACHOEIRA,
1971,3,,,,-25250,-48800,  0.0, 3.7,PR,CAPIVARI-CACHOEIRA,
1971,5,5,15,32,-17000,-53800,  0.0, 3.6,MT,ALTO GARÇAS,
1971,5,21,16,,-25100,-48900,  0.0, 3.9,PR,CAPIV-CACHOEIRA,
1971,7,16,19,51,-13500,-49100,  0.0, 3.5,GO,PORANGATU,
1971,8,5,2,30,-8040,-34900,  0.0, 3.0,PE,RECIFE,
1971,8,8,13,32,-20280,-44750,  0.0, 3.5,MG,Carmo do Cajuru,
1971,9,23,,,-6040,-38460,  0.0, 0.0,CE,PEREIRO,
1972,1,23,3,3,-20280,-44750,  0.0, 3.7,MG,CARMO DO CAJURU,
1972,1,29,3,34,-16000,-51000,  0.0, 3.0,GO,SW DE GOIAS?,
1972,2,,,,-9930,-36490,  0.0, 2.9,AL,JUNQUEIRO,
1972,3,4,21,45,-9930,-36490,  0.0, 3.1,AL,JUNQUEIRO,
1972,4,8,4,20,-22910,-43210,  0.0, 0.0,RJ,RIO DE JANEIRO,
1972,6,4,4,30,-6210,-38500,  0.0, 3.0,RN,SAO MIGUEL,
1972,8,,,,-16470,-41700,  0.0, 3.9,MG,TUPARECÊ,
1972,10,24,15,36,-21720,-40530,  8.0, 4.8,RJ,CAMPOS,
1972,12,16,,,-6040,-38460,  0.0, 0.0,CE,PEREIRO,
1973,,,,,-8280,-35960,  0.0, 0.0,PE,CARUARU,
1973,2,,,,-5280,-35820,  0.0, 0.0,RN,PARAZINHO,
1973,4,20,,,-14840,-39600,  0.0, 0.0,BA,IBICARAI',
1973,4,26,14,15,-5280,-35820,  0.0, 3.6,RN,PARAZINHO,
1973,4,26,18,54,-5280,-35820,  0.0, 3.6,RN,PARAZINHO,
1973,4,27,8,20,-5280,-35820,  0.0, 3.0,RN,PARAZINHO,
1973,5,2,3,41,-5280,-35820,  0.0, 3.0,RN,PARAZINHO,
1973,5,2,3,47,-5280,-35820,  0.0, 3.1,RN,PARAZINHO,
1973,5,2,17,34,-5280,-35820,  0.0, 2.3,RN,PARAZINHO,
1973,6,17,4,22,-5280,-35820,  0.0, 3.0,RN,PARAZINHO,
1973,6,26,5,25,-5280,-35820,  0.0, 3.1,RN,PARAZINHO,
1973,7,8,22,38,-13410,-49050,  0.0, 3.3,GO,PORANGATU,
1973,7,20,13,35,-5280,-35820,  0.0, 3.9,RN,PARAZINHO,
1973,7,22,21,22,-5280,-35820,  0.0, 4.3,RN,PARAZINHO,
1973,7,22,21,33,-5280,-35820,  0.0, 3.0,RN,PARAZINHO,
1973,7,23,13,27,-5280,-35820,  0.0, 3.0,RN,PARAZINHO,
1973,7,23,23,35,-5280,-35820,  0.0, 3.0,RN,PARAZINHO,
1973,11,,,,-20040,-48470,  0.0, 0.0,MG,CONC.ALAGOAS,
1974,2,3,20,20,-29500,-42540,  0.0, 4.4,SC,ATLANTICO,
1974,2,15,,,-20040,-48470,  0.0, 3.0,MG,CONC.ALAGOAS,
1974,2,24,3,19,-20040,-48470,  0.0, 4.2,MG,CONCEICAO DAS ALAGOAS,
1974,2,24,13,,-20040,-48470,  0.0, 0.0,MG,CONC.ALAGOAS,
1974,2,27,,,-20040,-48470,  0.0, 3.5,MG,CONC.ALAGOAS,
1974,2,28,,,-20040,-48470,  0.0, 0.0,MG,CONC.ALAGOAS,
1974,3,,,,-4180,-38130,  0.0, 0.0,CE,BEBERIBE,
1974,3,,,,-5710,-35750,  0.0, 0.0,RN,RIACHUELO,
1974,3,1,9,,-20040,-48470,  0.0, 3.2,MG,CONCEICAO DAS ALAGOAS,
1974,3,2,18,15,-20040,-48470,  0.0, 3.5,MG,CONCEICAO DAS ALAGOAS,
1974,3,20,,,-29450,-51500,  0.0, 3.0,RS,SALV.DO SUL,
1974,3,23,19,30,-29450,-51500,  0.0, 0.0,RS,SALV.DO SUL,
1974,3,24,,,-29450,-51500,  0.0, 0.0,RS,SALV.DO SUL,
1974,3,24,5,30,-29450,-51500,  0.0, 0.0,RS,SALV.DO SUL,
1974,3,25,,,-29450,-51500,  0.0, 0.0,RS,SALV.DO SUL,
1974,4,8,,,-29450,-51500,  0.0, 0.0,RS,SALV.DO SUL,
1974,4,10,,,-29450,-51500,  0.0, 0.0,RS,SALV.DO SUL,
1974,4,11,,,-16420,-41640,  0.0, 3.7,MG,TUPARECE,
1974,4,20,,,-14840,-39600,  0.0, 0.0,BA,IBICARAI,
1974,6,8,,,-16470,-41700,  0.0, 0.0,MG,TUPARECE,
1974,6,12,17,39,5580,-60600,  0.0, 3.9,RR,GUIANA/RR,
1974,7,,,,-28660,-56000,  0.0, 0.0,RS,SAO BORJA,
1974,10,20,21,37,-7990,-36060,  0.0, 3.6,PE,TORITAMA,
1974,10,20,21,59,-7990,-36060,  0.0, 2.9,PE,TORITAMA,
1974,10,20,23,2,-7990,-36060,  0.0, 2.7,PE,TORITAMA,
1974,10,21,2,18,-7990,-36060,  0.0, 2.8,PE,TORITAMA,
1974,10,21,2,29,-7990,-36060,  0.0, 2.7,PE,TORITAMA,
1974,10,23,2,,-7990,-36060,  0.0, 0.0,PE,TORITAMA,
1974,10,23,4,,-7990,-36060,  0.0, 0.0,PE,TORITAMA,
1974,12,15,5,14,-3670,-39240,  0.0, 3.3,CE,S.L. DO CURU,
1975,,,,,-5710,-35750,  0.0, 0.0,RN,RIACHUELO,
1975,3,30,17,6,-23400,-42400,  0.0, 3.5,RJ,PLATAFORMA CONT.,
1975,6,22,14,4,1500,-70300,  0.0, 3.5,AM,COLOMBIA/AM,
1975,7,1,,,-22620,-52840,  0.0, 0.0,PR,DIAM.DONORTE,
1975,8,11,,,-22620,-52840,  0.0, 0.0,PR,DIAM.DONORTE,
1975,8,19,,,-25300,-49300,  0.0, 0.0,PR,A.TAMANDARE',
1975,12,8,8,21,-24940,-44160,  0.0, 3.4,SP,PLAT. CONT.,
1976,1,,,,-14840,-39600,  0.0, 0.0,BA,IBICARAI',
1976,1,5,13,6,-15350,-50460,  0.0, 3.7,GO,ITAPIRAPUAN,
1976,1,23,,,-24520,-50420,  0.0, 3.0,PR,TIBAGI,
1976,2,22,3,24,340,-59230,  5.0, 4.6,RR,SE RORAIMA,
1976,3,31,,,-14840,-39600,  0.0, 0.0,BA,IBICARAI',
1976,4,,,,-25620,-52600,  0.0, 0.0,PR,SAL.SANTIAGO,
1976,4,16,,,-22730,-50980,  0.0, 3.7,SP,B. CAPIVARA,
1976,4,18,,,-14840,-39600,  0.0, 0.0,BA,IBICARAI',
1976,4,24,,,-22730,-50980,  0.0, 0.0,SP,B. CAPIVARA,
1976,5,18,8,30,-14880,-39630,  0.0, 3.7,BA,IBICARAI',
1976,5,19,8,12,-14880,-39630,  0.0, 2.8,BA,IBICARAI'?,
1976,5,21,,,-14840,-39600,  0.0, 0.0,BA,IBICARAI',
1976,5,23,19,0,-20280,-44750,  0.0, 3.2,MG,C. CAJURU,
1976,5,25,8,30,-14760,-39570,  0.0, 3.9,BA,IBICARAI',
1976,6,8,,,-5700,-35500,  0.0, 0.0,RN,IELM.MARINHO,
1976,6,8,21,,-5700,-35500,  0.0, 3.4,RN,IELM.MARINHO,
1976,6,12,,,-22840,-51010,  0.0, 3.7,PR,PRIM.DE MAIO,
1976,6,13,5,,-22840,-51010,  0.0, 3.7,PR,PRIM.DE MAIO,
1976,6,14,,,-22840,-51010,  0.0, 0.0,PR,PRIM.DE MAIO,
1976,6,15,12,,-22840,-51010,  0.0, 0.0,PR,PRIM.DE MAIO,
1976,6,16,20,,-22840,-51010,  0.0, 3.9,PR,PRIM.DE MAIO,
1976,6,17,,,-22840,-51010,  0.0, 0.0,PR,PRIM.DE MAIO,
1976,6,20,,,-22730,-50980,  0.0, 0.0,SP,IEPE,
1976,6,22,1,48,-22840,-51010,  0.0, 3.5,PR,PRIM.DE MAIO,
1976,6,22,15,45,-22840,-51010,  0.0, 0.0,PR,PRIM.DE MAIO,
1976,6,23,,,-22840,-51010,  0.0, 0.0,PR,PRIM.DE MAIO,
1976,6,25,,,-22840,-51010,  0.0, 0.0,PR,PRIM.DE MAIO,
1976,6,26,12,13,-22840,-51010,  0.0, 0.0,PR,PRIM.DE MAIO,
1976,6,27,,,-22840,-51010,  0.0, 0.0,PR,PRIM.DE MAIO,
1976,7,2,,,-15250,-40250,  0.0, 0.0,BA,ITAPETINGA,
1976,7,12,14,,-15250,-40250,  0.0, 3.2,BA,ITAPETINGA,
1976,7,27,21,,-4830,-38800,  0.0, 3.0,CE,IBARETAMA,
1976,7,29,18,,-4830,-38800,  0.0, 3.5,CE,IBARETAMA,
1976,8,,,,-4830,-38800,  0.0, 0.0,CE,IBARETAMA,
1976,8,9,,,-14840,-39600,  0.0, 0.0,BA,IBICARAI',
1976,8,11,20,,-14840,-39600,  0.0, 3.5,BA,IBICARAI',
1976,9,27,22,18,-16700,-44370,  0.0, 2.3,MG,COR.DE JESUS,
1976,10,,,,-14840,-39600,  0.0, 3.4,BA,IBICARAI',
1976,10,8,20,1,-2000,-59800,  0.0, 4.0,AM,BALBINA,
1976,11,,,,-4830,-38800,  0.0, 0.0,CE,COITE,
1977,,,,,-22840,-51010,  0.0, 0.0,PR,PRIM.DE MAIO,
1977,1,15,9,38,-21200,-44800,  0.0, 2.1,MG,BOM SUCESSO,
1977,1,15,9,43,-21200,-44800,  0.0, 2.6,MG,BOM SUCESSO,
1977,2,1,7,10,-24120,-44310,  0.0, 2.6,RJ,PLAT. CONT.,
1977,2,24,,,-5710,-35750,  0.0, 0.0,RN,RIACHUELO,
1977,2,25,13,40,-5710,-35750,  0.0, 3.6,RN,RIACHUELO,
1977,2,28,,,-5710,-35750,  0.0, 0.0,RN,RIACHUELO,
1977,3,12,7,,-4830,-38800,  0.0, 3.9,CE,IBARETAMA,
1977,6,19,3,3,-23300,-42600,  0.0, 3.5,RJ,PLAT. CONT.,
1977,8,2,17,45,-80,-49970,  0.0, 4.8,PA,N.ILHA DE MARAJO,
1977,9,4,15,45,-20730,-47770,  0.0, 2.8,SP,NUPORANGA,
1977,11,2,12,,-23420,-45600,  0.0, 2.8,SP,PARAIBUNA,
1977,11,4,,,-23420,-45600,  0.0, 3.1,SP,PARAIBUNA,
1977,11,16,23,20,-23420,-45600,  0.0, 3.3,SP,PARAIBUNA,
1977,11,20,14,46,-15800,-43500,  0.0, 3.7,MG,JANAUBA,
1977,11,23,,,-23420,-45600,  0.0, 0.0,SP,PARAIBUNA,
1977,12,16,,,-20730,-47770,  0.0, 0.0,SP,NUPORANGA,
1978,2,10,,,-6280,-36030,  0.0, 3.7,RN,SANTA CRUZ,
1978,3,17,20,45,-20730,-47770,  0.0, 3.0,SP,NUPORANGA,
1978,3,18,1,30,-20730,-47770,  0.0, 3.0,SP,NUPORANGA,
1978,3,19,5,33,-24960,-48500,  0.0, 3.3,SP,RIO VERMELHO,
1978,4,18,,,-10890,-61940,  0.0, 3.5,RO,JI-PARANA,
1978,7,26,,,-16720,-43860,  0.0, 0.0,MG,MONTES CLAROS,
1978,10,5,9,38,-16100,-51270,  0.0, 2.8,GO,IPORA',
1978,10,15,21,30,-14840,-39600,  0.0, 0.0,BA,IBICARAI',
1978,10,17,13,30,-14840,-39600,  0.0, 0.0,BA,IBICARAI',
1978,11,7,9,28,-20280,-44750,  0.0, 2.6,MG,C. DO CAJURU,
1979,1,16,5,38,-24000,-58700,  0.0, 4.0,PY,PARAGUAI,
1979,1,21,17,49,-21020,-56360,  0.0, 3.6,MS,BONITO ?,
1979,3,4,16,26,-21000,-45000,  0.0, 2.1,MG,JACEABA,
1979,3,23,3,28,-23300,-45900,  0.0, 2.7,SP,S.J.CAMPOS ?,
1979,3,27,12,54,-22840,-51010,  0.0, 3.7,PR,PRIM.DE MAIO,
1979,3,27,18,,-22000,-45350,  0.0, 3.0,MG,Lambari,
1979,5,29,20,58,-9730,-37460,  0.0, 2.4,AL,Pão de AÇUCAR?,
1979,6,13,16,52,-24690,-45730,  0.0, 2.8,SP,PLAT. CONT.,
1979,7,,,,-4600,-40700,  0.0, 0.0,CE,IPUEIRAS,
1979,7,20,7,0,-24000,-57500,  0.0, 3.0,PY,PARAGUAI,
1979,8,13,18,41,-25200,-45600,  0.0, 3.0,SP,PLAT. CONT.,
1979,8,22,23,1,-15260,-49950,  0.0, 3.5,GO,RUBIATABA,
1979,10,19,15,25,-23420,-45600,  0.0, 3.0,SP,PARAIBUNA,
1979,12,8,5,5,-20000,-55800,  0.0, 3.8,MS,AQUIDAUANA ?,
1980,3,6,9,46,-6170,-71160, 18.0, 4.8,AM,W AMAZONAS,
1980,4,23,16,11,-26500,-40000,  0.0, 3.5,SC,OC.ATLANTICO,
1980,5,22,15,30,-26990,-48620,  0.0, 2.5,SC,B. CAMBORIU,
1980,7,3,22,10,-20070,-47330,  0.0, 2.8,MG,JAGUARA,
1980,8,1,5,42,-20480,-45080,  0.0, 2.1,MG,C. CAJURU,
1980,9,3,1,36,-3300,-60000,  0.0, 3.4,AM,MANAUS,
1980,10,18,21,41,-400,-49800,  0.0, 3.1,PA,MARAJÓ,
1980,10,24,21,49,-14410,-49390,  0.0, 3.1,GO,PORANGATU?,
1980,11,5,1,22,-5800,-50300,  0.0, 3.5,PA,SUL DO PARA',
1980,11,12,21,23,-8070,-50240,  0.0, 4.7,PA,REDENCAO,
1980,11,19,7,38,-5200,-38300,  0.0, 2.8,CE,MORADA NOVA?,
1980,11,20,3,29,-4300,-38400,  5.0, 5.2,CE,PACAJUS,
1980,11,20,5,27,-4300,-38400,  0.0, 2.2,CE,PACAJUS,
1980,11,21,1,29,-26250,-58250,  0.0, 3.8,AR,FORMOSA,ARG.
1980,11,21,21,28,-4300,-38400,  0.0, 2.4,CE,PACAJUS,
1980,11,29,1,5,-3100,-43300,  0.0, 3.1,MA,URB.SANTOS ?,
1980,12,14,,,-16600,-56200,  0.0, 3.6,MT,SA.S.VICENTE,
1980,12,14,1,25,-8280,-35960,  0.0, 0.0,PE,CARUARU,
1980,12,16,14,57,-4300,-38400,  0.0, 0.0,CE,BRITO,
1980,12,19,5,29,-20450,-45540,  0.0, 2.6,MG,FORMIGA,
1980,12,24,13,35,-4300,-38400,  0.0, 2.3,CE,PACAJUS,
1981,1,2,4,14,-4300,-38400,  0.0, 3.6,CE,PACAJUS,
1981,1,6,19,51,-5000,-47500,  0.0, 3.4,MA,JOAO LISBOA?,
1981,1,9,5,44,-11800,-47600,  0.0, 2.8,GO,NATIVIDADE,
1981,1,12,3,33,-4300,-38400,  0.0, 3.8,CE,PACAJUS,
1981,1,12,9,29,-4300,-38400,  0.0, 2.0,CE,PACAJUS,
1981,1,18,16,19,-20710,-46700,  0.0, 3.3,MG,PASSOS,
1981,1,21,2,,-21100,-45300,  0.0, 0.0,MG,BOA ESPERAN.,
1981,2,17,8,0,-4500,-70400,  0.0, 3.4,AM,AM/PERU,
1981,3,9,20,27,-11010,-57640,  0.0, 3.8,MT,PORT.GAUCHOS,
1981,3,24,22,10,-20580,-48340,  0.0, 2.8,SP,BARRETOS,
1981,4,1,20,1,-10740,-62200,  0.0, 3.2,RO,OURO PRETO,
1981,4,21,18,53,-4800,-38600,  0.0, 2.5,CE,PACAJUS,
1981,4,22,1,5,-4300,-38400,  0.0, 2.1,CE,PACAJUS,
1981,5,7,3,44,-22600,-39500,  0.0, 3.7,RJ,PLAT. CONT.,
1981,7,11,3,0,-20800,-47800,  0.0, 2.4,SP,ORLANDIA,
1981,9,9,23,12,-4300,-38400,  0.0, 2.6,CE,PACAJUS,
1981,9,10,15,56,-3730,-39790,  0.0, 2.0,CE,IRAUÇUBA,
1981,9,11,10,24,-21450,-46090,  0.0, 3.1,MG,ALFENAS,
1981,9,11,11,20,-4300,-38400,  0.0, 2.7,CE,PACAJUS,
1981,9,15,4,26,-1600,-53000,  0.0, 3.9,PA,ALMEIRIM,
1981,10,13,8,5,-16860,-54550,  0.0, 3.2,MT,RONDONOPOLIS,
1981,11,2,11,37,-8610,-38450,  0.0, 3.1,PE,FLORESTA,
1981,11,2,14,57,-8610,-38450,  0.0, 3.1,PE,FLORESTA,
1981,11,4,3,16,-8590,-38500,  0.0, 3.1,PE,FLORESTA,
1981,11,10,19,54,-15600,-41200,  0.0, 2.9,BA,CÂNDIDO SALES,
1982,1,30,16,42,-4000,-34000,  0.0, 3.5,RN,PLAT. CONT.,
1982,3,,21,,-12200,-41700,  0.0, 0.0,BA,S. SOARES,
1982,3,3,18,57,-16500,-59100,  0.0, 3.5,MT,BOLIVIA/MT,
1982,3,10,6,15,-23400,-42100,  0.0, 2.8,RJ,PLATAFORMA,
1982,3,10,7,57,-23400,-42100,  0.0, 3.0,RJ,PLATAFORMA,
1982,3,12,17,14,-23600,-41630,  0.0, 3.5,RJ,PLATAFORMA,
1982,3,13,18,18,-4300,-38400,  0.0, 2.7,CE,PACAJUS ?,
1982,3,19,,,-12300,-41700,  0.0, 0.0,BA,SEGREDO,
1982,3,29,7,47,-9310,-38230,  0.0, 3.6,BA,PAULO AFONSO,
1982,4,8,5,58,-24800,-58100, 12.0, 4.9,PY,PARAGUAI,
1982,4,16,22,38,-22200,-55000,  0.0, 3.4,MS,PICADINHA,
1982,5,2,8,30,-21640,-46650,  0.0, 3.1,MG,P. DE CALDAS,
1982,5,17,3,57,-12700,-48200,  0.0, 3.0,GO,PARANAN,
1982,7,23,11,6,-14260,-45720,  0.0, 2.9,BA,SW BAHIA/GO,
1982,8,26,1,7,-19600,-47100,  0.0, 3.2,MG,ARAXA',
1982,9,5,6,7,-4300,-38400,  0.0, 2.2,CE,PACAJUS ?,
1982,9,5,6,30,-16510,-41460,  0.0, 3.2,MG,ITAOBIM,
1982,9,17,12,28,-25840,-45420,  0.0, 3.8,SP,PLATAFORMA,
1982,9,21,1,42,-18800,-44800,  0.0, 3.1,MG,FELIXLANDIA,
1982,10,5,16,19,-4500,-40200,  0.0, 2.1,CE,S. QUITERIA?,
1982,10,10,19,28,-12300,-45500,  0.0, 2.8,BA,W. BARREIRAS,
1982,11,24,23,3,-20760,-45800,  0.0, 3.2,MG,FURNAS,
1982,12,15,4,49,-15200,-51800,  0.0, 2.5,MT,B. DO GARCAS,
1983,1,2,6,40,-24300,-47800,  0.0, 2.9,SP,JUQUIA',
1983,1,8,13,10,-9100,-37100,  0.0, 2.6,PE,AGUAS BELAS,
1983,2,8,18,38,-26280,-60180,  0.0, 4.8,PY,PARAGUAI,
1983,2,21,5,38,-10700,-62200,  0.0, 3.2,RO,OURO PRETO,
1983,3,7,5,49,-16470,-41700,  0.0, 2.9,MG,TUPARECE,
1983,3,7,11,51,-16470,-41700,  0.0, 3.1,MG,TUPARECE,
1983,3,7,12,6,-16470,-41700,  0.0, 2.4,MG,TUPARECE,
1983,3,22,12,51,-6100,-36400,  0.0, 2.0,RN,CERRO CORA',
1983,3,23,1,16,-6100,-36400,  0.0, 2.4,RN,CERRO CORA',
1983,5,4,21,53,-5100,-38700,  0.0, 2.4,CE,MORADA NOVA,
1983,5,5,21,40,-8670,-35580,  0.0, 3.0,PE,PALMARES,
1983,5,7,18,30,-8670,-35580,  0.0, 3.5,PE,PALMARES,
1983,5,10,,,-8670,-35580,  0.0, 0.0,PE,PALMARES,
1983,6,1,10,3,-8600,-36200,  0.0, 2.4,PE,CARUARU ?,
1983,6,1,10,49,-8600,-36200,  0.0, 2.3,PE,CARUARU ??,
1983,6,1,14,57,-14320,-44630,  0.0, 3.2,BA,COCOS,
1983,6,1,17,18,-8600,-36200,  0.0, 2.5,PE,CARUARU ?,
1983,6,1,17,42,-8600,-36200,  0.0, 2.3,PE,CARUARU ?,
1983,6,1,18,12,-8500,-42800,  0.0, 2.0,PI,SR NONATO,
1983,6,1,18,31,-8600,-36200,  0.0, 2.1,PE,CARUARU ?,
1983,6,7,10,52,-12800,-46400,  0.0, 3.0,GO,MANHA,
1983,6,28,20,10,-12900,-39300,  0.0, 2.2,BA,S.A.DE JESUS,
1983,7,12,20,43,-18700,-49200,  0.0, 2.7,GO,CENTRALINA,
1983,8,5,6,21,-3580,-62140, 23.0, 5.5,AM,CODAJAS,
1983,8,5,8,24,-3590,-62170,  0.0, 3.5,AM,CODAJAS,
1983,8,5,10,7,-3590,-62170,  0.0, 2.6,AM,CODAJAS,
1983,9,1,21,45,-21450,-46090,  0.0, 2.7,MG,ALFENAS,
1983,9,2,16,25,-14900,-50800,  0.0, 2.8,GO,ARUANAN,
1983,9,12,14,39,-18500,-50100,  0.0, 2.1,GO,QUIRINOPOLIS,
1983,9,16,13,43,-4320,-38410,  0.0, 2.5,CE,PACAJUS,
1983,10,1,6,14,-4700,-39800,  0.0, 2.7,CE,ITATAIA ?,
1983,10,1,18,44,-11400,-63700,  0.0, 3.6,RO,OURO PRETO,
1983,11,18,8,41,-5100,-38700,  0.0, 2.8,CE,PACAJUS ??,
1983,11,18,10,27,-5000,-38700,  0.0, 2.3,CE,PACAJUS ??,
1983,11,18,12,10,-5000,-38700,  0.0, 2.6,CE,PACAJUS ??,
1983,11,23,15,51,4200,-52000,  0.0, 4.0,,GUIANA FRAN.,
1983,12,3,21,,-23190,-49380,  0.0, 2.6,SP,PIRAJU,
1983,12,4,7,17,-3170,-50570,  0.0, 3.7,PA,130KM NW TUC,
1983,12,7,18,4,-17200,-45000,  0.0, 2.9,MG,BURITIZEIRO,
1983,12,16,23,53,-8330,-35800,  0.0, 3.5,PE,CARUARU,
1983,12,23,2,2,-5600,-35800,  0.0, 2.2,RN,JOAO CAMARA,
1983,12,25,1,4,-5600,-35800,  0.0, 2.3,RN,JOAO CAMARA,
1983,12,27,17,3,-19900,-47900,  0.0, 2.2,MG,UBERABA,
1984,1,3,5,4,-5600,-35800,  0.0, 2.1,RN,JOAO CAMARA,
1984,1,3,6,31,-5600,-35800,  0.0, 2.0,RN,JOAO CAMARA,
1984,1,3,21,26,-5600,-35800,  0.0, 2.0,RN,JOAO CAMARA,
1984,1,5,10,30,-1100,-50320,  0.0, 3.0,PA,SAO MIGUEL,
1984,1,5,17,23,-17400,-46400,  0.0, 2.8,MG,PARACATU ?,
1984,1,5,21,6,-17400,-46400,  0.0, 2.3,MG,PARACATU ?,
1984,1,8,21,11,-15530,-45570,  0.0, 2.1,MG,NW DE MINAS,
1984,1,13,2,38,-15530,-45570,  0.0, 2.4,MG,NW DE MINAS,
1984,1,13,21,53,-15530,-45570,  0.0, 2.0,MG,NW DE MINAS,
1984,1,18,22,44,-23330,-45580,  0.0, 2.5,SP,PARAIBUNA,
1984,2,20,18,18,-1160,-50490,  0.0, 3.0,PA,SAO MIGUEL,
1984,2,22,8,0,-23470,-40700,  0.0, 3.7,RJ,PLAT. CONT.,
1984,2,22,12,30,-21500,-45400,  0.0, 0.0,MG,VARGINHA,
1984,3,6,4,40,-16500,-52800,  0.0, 2.6,MT,B. DO GARCAS,
1984,3,7,3,18,-24440,-58190,  0.0, 3.3,PY,PARAGUAI,
1984,3,17,23,8,-16500,-52500,  0.0, 3.2,MT,B. DO GARCA,
1984,4,8,20,56,-20800,-46760,  0.0, 3.8,MG,PASSOS,
1984,5,2,7,18,-24300,-44500,  0.0, 2.0,SP,PLAT. CONT.,
1984,5,9,2,27,-21230,-46290,  0.0, 2.1,MG,C. RIO CLARO,
1984,5,18,19,9,-6000,-36200,  0.0, 2.6,RN,LAJES,
1984,5,21,3,22,-4200,-50600,  0.0, 2.0,PA,TUCURUI',
